airportName,country,airportCode
Yuba City,United States,MYV
Phillip Island,Australia,\N
Duncan,United States,DUC
Uvalde,United States,UVA
Lockport,United States,LOT
Concord,United States,CCR
Ocean Reef Club Airport,United States,OCA
Strasbourg Neudorf,France,\N
Nannhausen,Germany,\N
Yushu,China,YUS
Huai An,China,HIA
Oshawa,Canada,YOO
Recklinghausen,Germany,\N
Farila,Sweden,\N
Lahr,Germany,LHA
Monywa,Burma,NYW
Athens,United States,ATO
Springfield,United States,SGH
South Aari Atoll,Maldives,\N
Fes,Morocco,\N
Santo Domingo,Dominican Republic,HEX
Cooinda,Australia,CDA
Jabiru,Australia,JAB
Regensburg,Germany,\N
Freetown,Sierra Leone,HGS
Topeka,United States,TOP
Uvalde,United States,\N
Null,United States,\N
Smyrna,United States,MQY
Sewanee,United States,UOS
Shiquanhe,China,NGQ
Cochstedt,Germany,CSO
DALLAS,United States,\N
Chicago-Wheeling,United States,PWK
Kelso,United States,KLS
Benesov,Czech Republic,\N
Bougouni,Mali,\N
Tureia,French Polynesia,ZTA
Ross Island,Antarctica,\N
Keekorok,Kenya,\N
Puerto Obaldia,Panama,PUE
Kerch,Ukraine,KHC
Ukunda,Kenya,UKA
Wilmington,United States,ILN
Tucson,United States,AVW
Casa Grande,United States,CGZ
Mobile,United States,\N
Buckeye,United States,BXK
Gila Bend,United States,\N
Athens,United States,MMI
Sterling,United States,STK
Rawlins,United States,RWL
Mackenzie British Columbia,Canada,\N
Caldwell,United States,CDW
Kaiser Lake Ozark,United States,AIZ
Thomasville,United States,TVI
Henderson,United States,HSH
Kiev,Ukraine,GML
Tifton,United States,TMA
Landshut,Germany,\N
Itzehoe,Germany,\N
RADOM,Poland,RDO
Phoenix ,United States,DVT
Calgary,Canada,\N
Golden,Canada,\N
Revelstoke,Canada,YRV
Farmingdale,United States,FRG
Allstedt,Germany,\N
Curico,Chile,\N
Peine,Germany,\N
Hondo,United States,\N
Zhongwei,China,ZHY
McKinley Park,United States,MCL
Anchorage,United States,\N
Prospect Creek,United States,PPC
Khwai River,Botswana,KHW
Welzow,Germany,\N
Taichung,Taiwan,TXG
Wheeling,United States,HLG
Fitzgerald,United States,\N
Ye,Burma,XYE
Isla San Felix,Chile,\N
Shaybah,Saudi Arabia,\N
Dubai,United Arab Emirates,DWC
Rockport,United States,RKP
Verdun,France,MVV
Ajaccio,France,MFX
Baise,China,AEB
Okaukuejo,Namibia,OKF
Mokuti Lodge,Namibia,OKU
Rotenburg Wuemme,Germany,\N
Wipperfuerth,Germany,\N
Osnabrueck,Germany,\N
Ballenstedt,Germany,\N
Hasenmoor,Germany,\N
Ganderkesee,Germany,\N
Nienburg Weser,Germany,\N
Damme,Germany,\N
Duelmen,Germany,\N
Obermehler,Germany,\N
Hodenhagen,Germany,\N
Grube,Germany,\N
Toender,Denmark,\N
Celle,Germany,\N
Uelzen,Germany,\N
Hamm,Germany,\N
Luesse,Germany,\N
Bad Oeynhausen,Germany,\N
Brilon,Germany,\N
Bad Pyrmont,Germany,\N
Cuxhaven,Germany,\N
Koethen,Germany,KOQ
Sankt Michaelisdonn,Germany,\N
Salzgitter,Germany,\N
Karlshoefen,Germany,\N
Oldenburg,Germany,\N
Rinteln,Germany,\N
Muenster,Germany,\N
Sankt Peter-Ording,Germany,PSH
Luechow,Germany,\N
Scharlibbe,Germany,\N
Burg,Germany,\N
Cordele,United States,\N
Ormond Beach,United States,\N
Bad Neuenahr,Germany,\N
Bad Duerkheim,Germany,\N
Troutdale,United States,TTD
Hillsboro,United States,HIO
New York,United States,\N
Leverkusen,Germany,\N
Wershofen,Germany,\N
Khost,Afghanistan,KHT
Naypyidaw,Burma,NMT
Bend,United States,\N
Christmas Valley,United States,\N
Burns,United States,BNO
Prineville,United States,PRZ
Red Bluff,United States,RBL
Novato,United States,NOT
Lakeview,United States,LKV
Tillamook,United States,OTK
Ontario,United States,ONO
The Dalles,United States,DLS
Gaithersburg,United States,GAI
Sharona,Afghanistan,OAS
Pembroke,Canada,YTA
Tsumeb,Namibia,TSB
Suffield,Canada,YSD
BLUMENAU,Brazil,BNU
Stupino,Russia,\N
Charelvoix,United States,\N
Mykines,Faroe Islands,\N
Cornwall,Canada,YCC
Bosschenhoofd,Netherlands,\N
St.Stephan,Switzerland,\N
Juiz de Fora,Brazil,IZA
Brasov,Romania,\N
Flagler,United States,\N
Morrisville,United States,MVL
Dallas,United States,RBD
Como,Italy,\N
Baikonur,Kazakhstan,BXY
Washington County,United States,WST
Block Island,United States,BID
Nightmute,United States,NME
Toksook Bay,United States,OOK
Ittoqqortoormiit,Greenland,OBY
Vinnitsa,Ukraine,VIN
Bainbridge,United States,BGE
La Romaine,Canada,ZGS
Kegaska,Canada,ZKG
Black Tickle,Canada,YBI
Silver Springs,United States,\N
Los Angeles,United States,WHP
Madera,United States,MAE
Trail,Canada,YZZ
Patricia Bay,Canada,\N
Arctic Bay,Canada,YAB
Belmopan,Belize,\N
Grand-Santi,French Guiana,GSI
Maripasoula,French Guiana,MPY
Saint-Laurent-du-Maroni,French Guiana,LDX
Burqin,China,KJI
Capurgana,Colombia,CPB
Sohag,Egypt,HMB
Rivera,Uruguay,RVY
Patos de Minas,Brazil,POJ
Bauru,Brazil,JTC
Ourilandia do Norte,Brazil,OIA
Redencao,Brazil,RDC
Sao Felix do Xingu,Brazil,SXX
Bointo,Brazil,BYO
Sao Felix do Araguaia,Brazil,SXO
Cacador,Brazil,CFC
Carauari,Brazil,CAF
Porto Urucu,Brazil,\N
Eirunepe,Brazil,ERN
Concordia,Brazil,CCI
Francisco Beltrao,Brazil,FBE
Confresa,Brazil,CFO
Apalachicola,United States,AAF
Umuarama,Brazil,UMU
Diamantina,Brazil,DTI
Fonte Boa,Brazil,FBA
Sao Paulo de Olivenca,Brazil,OLC
Humaita,Brazil,HUW
Santa Isabel do Rio Negro,Brazil,IRZ
Oriximina,Brazil,ORX
Una,Brazil,UNA
Telfer,Australia,TEF
Alanya,Turkey,GZP
Shank,Afghanistan,OAA
Douglas,United States,\N
Fort Pierce,United States,FPR
Taunton,United States,\N
Plymouth,United States,PYM
North Kingstown,United States,NCO
Norwood,United States,OWD
Westfield,United States,BAF
Willimantic,United States,\N
Montgomery,United States,MGJ
Harrisburg,United States,HAR
Marshfield,United States,\N
Danbury,United States,DXR
Nashua,United States,ASH
Lawrence,United States,LWM
Oxford,United States,OXC
Fitchburg,United States,\N
Villa Rica,United States,\N
Cartersville,United States,\N
Centre,United States,\N
Rome,United States,RMG
Gadsden,United States,GAD
Knoxville,United States,\N
Winder,United States,WDR
Sylvania,United States,\N
Dalton,United States,DNN
Carrollton,United States,\N
LaGrange,United States,LGC
Milledgeville,United States,\N
Pine Mountain,United States,PIM
Atlanta,United States,\N
Gainesville,United States,GVL
New Philadelpha,United States,PHD
Darlington,United States,\N
Hilton Head Island,United States,HHH
Augusta,United States,DNL
Morganton,United States,MRN
Pikeville,United States,PVL
Locust Grove,United States,\N
Toccoa,United States,TOC
Shaftesbury,United Kingdom,\N
Poltava,Ukraine,PLV
Aweil,Sudan,\N
Wau,Sudan,WUU
Humera,Ethiopia,HUE
Moyale,Kenya,OYL
Zagora,Morocco,OZG
Yengema,Sierra Leone,WYE
Gbangbatok,Sierra Leone,GBK
Turukhansk,Russia,THX
Bor,Russia,TGP
Fort Worth,United States,AFW
East Troy,United States,\N
Kolpashevo,Russia,\N
Kuwait,Kuwait,\N
Renmark,Australia,RMK
Leigh Creek,Australia,LGH
Warburton Community,Australia,\N
Cunderdin,Australia,\N
Rottnest Island,Australia,RTS
Forrest,Australia,FOS
Ballarat,Australia,\N
Keewaywin,Canada,KEW
Marathon,Canada,YSP
Hearst,Canada,YHF
Hornepayne,Canada,YHN
Kirkland Lake,Canada,YKX
Manitouwadge,Canada,YMG
Wawa,Canada,YXZ
Manitowaning,Canada,YEM
Slate Falls,Canada,\N
Collingwood,Canada,\N
Brantford,Canada,\N
Lawrence,United States,LWC
Wellington,United States,\N
Pompano Beach,United States,PPM
Mallacoota,Australia,XMC
Al-Ula,Saudi Arabia,ULH
Alabaster,United States,\N
Yuendumu ,Australia,YUE
Carefree,United States,\N
Praya,Indonesia,LOP
One Hundred Mile House,Canada,\N
108 Mile Ranch,Canada,ZMH
Glasgow,United Kingdom,\N
Yarram,Australia,\N
Handan,China,HDG
Indianapolis,United States,\N
London,United States,LOZ
Fredericksburg,United States,FBG
Warsaw,Poland,WMI
Jixi,China,JXA
Seogwipo,South Korea,JDG
Gimli,Canada,YGM
Matheson Island,Canada,\N
Tura,Russia,\N
Beloyarsky,Russia,EYK
Racine,United States,RAC
Taytay,Philippines,RZP
Gera,Germany,\N
Saint-Petersburg,Russia,\N
Arnhem,Netherlands,\N
Shigatse,China,RKZ
Redlands,United States,\N
Riverside,United States,\N
Tacoma,United States,TIW
TELGTE,Germany,\N
Gulf Shores,United States,GUF
Isabela,Ecuador,IBB
Balzers,Switzerland,\N
Punitz-Guessing,Austria,\N
Khmeinitskiy,Ukraine,HMJ
Hiroshima,Japan,HIW
Yalata,Australia,KYI
Hazleton,United States,HZL
Cumberland,United States,CBE
Key West,United States,\N
Wyndham,Australia,WYN
Bob Quinn Lake,Canada,YBO
Msembe,Tanzania,\N
Kaluga,Russia,KLF
Lone Rock,United States,LNR
Phillips,United States,\N
Monroe,United States,\N
Joliet,United States,JOT
Peru,United States,VYS
Jackson,United States,JXN
Furstenwalde,Germany,\N
Eberswalde,Germany,\N
Connellsville,United States,\N
Bedford,United States,\N
Philadelphia,United States,BBX
Okeechobee,United States,OBE
Sebring,United States,SEF
Avon Park,United States,AVO
Winter Haven,United States,GIF
Zephyrhills,United States,ZPH
Ocala,United States,OCF
Jesup,United States,\N
Madison,United States,\N
Newnan,United States,\N
Thomson,United States,\N
Aiken,United States,AIK
Camden,United States,CDN
Lumberton,United States,LBT
Pinehurst-Southern Pines,United States,SOP
Rockingham,United States,\N
Baraboo,United States,\N
Statesville,United States,SVH
Burlington,United States,\N
Lock Haven,United States,LHV
Zelienople,United States,\N
Lorain-Elyria,United States,\N
Cleveland,United States,BKL
Dunkirk,United States,DKK
Mount Holly,United States,LLY
Linden,United States,LDJ
Angola,United States,ANQ
Warsaw,United States,\N
Van Wert,United States,\N
Marshall,United States,\N
Batavia,United States,\N
Clearwater,United States,CLW
Forties Alpha,United Kingdom,\N
Chicago,United States,CGX
Jasper,United States,\N
Saarmund,Germany,\N
North Myrtle Beach,United States,CRE
Lansing,United States,\N
Ramona,United States,\N
Pont Sur Yonne,France,\N
St Florentin Cheu,France,\N
Saulieu,France,\N
Olten,Switzerland,\N
Buochs,Switzerland,BXO
Quinto,Switzerland,\N
Lodrino,Switzerland,\N
Roudnice nad Lebem,Czech Republic,\N
Usti Nad Labem,Czech Republic,\N
Mauterndorf,Austria,\N
Notsch Im Gailtal,Austria,\N
Karlsruhe,Germany,\N
Weinheim,Germany,\N
Meaux,France,\N
Chateau-Thierry,France,\N
Coldwater,United States,\N
Wilkes-Barre,United States,WBW
Willoughby,United States,LNN
Taoyuan,Taiwan,\N
Uummannaq,Greenland,UMD
Bayannur,China,RLK
Frankfort,United States,FFT
Lewiston,United States,LEW
Inowroclaw,Poland,\N
Pruszcz Gdansk,Poland,\N
Tomah,United States,\N
Marco Island Airport,United States,MRK
Drummond Island,United States,DRE
Gladwin,United States,GDW
South Haven,United States,\N
Marshfield,United States,MFI
Wisconsin Rapids,United States,ISW
Clinton,United States,CWI
Beverly,United States,BVY
Nagaur,India,\N
Moscow,Russia,OSF
Trois Rivieres,Canada,YRQ
Poplar Bluff,United States,POF
Somerville,United States,\N
Eastport,United States,\N
Keokuk,United States,EOK
Perth,United Kingdom,PSL
Caernarfon,United Kingdom,\N
Grefrath,Germany,\N
St. Paul,United States,STP
Soderhamn,Sweden,SOO
Newcastle,Ireland,\N
Saravane,Laos,VNA
Segeletz,Germany,\N
Segovia,Spain,\N
Akeno,Japan,\N
Ust Kamchatsk,Russia,\N
Oconomowoc,United States,\N
Kozyrevsk,Russia,\N
Dikson,Russia,DKS
Mine Site,Australia,\N
Bantry,Ireland,BYT
Aliwal North,South Africa,\N
Alkantpan,South Africa,\N
Alldays,South Africa,ADY
Barberton,South Africa,\N
Hamilton,United States,HAO
Bungoma,Kenya,\N
Bura,Kenya,\N
Busia,Kenya,\N
Embu,Kenya,\N
Garba Tula,Kenya,\N
Garissa,Kenya,GAS
Hola,Kenya,HOA
Homa Bay,Kenya,\N
Isiolo,Kenya,\N
Kericho,Kenya,KEY
Kilaguni,Kenya,ILU
Antsirabe,Madagascar,ATJ
Bekily,Madagascar,OVA
Ust-Tsylma,Russia,UTS
Gorno-Altaysk,Russia,RGK
Fond du Lac,United States,FLD
Waupaca,United States,\N
Stevens Point,United States,STE
Mys Shmidta,Russia,\N
Honuu,Russia,MQJ
Newberry,United States,\N
Peenemunde,Germany,PEF
Goraszka,Poland,\N
Nusawiru,Indonesia,CJN
Galion,United States,GQQ
Tiputini,Ecuador,TPN
Pastaza,Ecuador,PTZ
Clarksville,United States,CKV
Lompoc,United States,LPC
Coatesville,United States,CTH
Lashkar Gah,Afghanistan,BST
Lankaran,Azerbaijan,LLK
Qabala,Azerbaijan,GBB
Zaqatala,Azerbaijan,ZTU
Lake Placid,United States,LKP
Khandyga,Russia,KDY
Yakutsk,Russia,GYG
Qianjiang,China,JIQ
Yuzhno-Kurilsk,Russia,\N
Lima,United States,AOH
Hamhung,North Korea,DSO
Brunswick,United States,SSI
Beaver Falls,United States,BFP
Georgetown,United States,GGE
Cleveland,United States,HDI
Renton,United States,RNT
La Verne,United States,POC
Cross City,United States,CTY
Clemson,United States,CEU
Wichita,United States,BEC
Padang,Indonesia,\N
Calhoun,United States,\N
Cornelia,United States,\N
Georgetown,United States,\N
Rhinebeck,United States,\N
Duxford,United Kingdom,QFO
Sidney,United States,SNY
Bengassi,Mali,\N
Great Keppel Island,Australia,GKL
Roper Bar,Australia,RPB
Mount Garnet,Australia,\N
Innisfail,Australia,IFL
Kapolei,United States,JRF
Bamyan,Afghanistan,BIN
Baishan,China,NBS
Chongjin,North Korea,RGO
Moomba,Australia,MOO
Lublin,Poland,LUZ
East Tawas,United States,ECA
Huntsville,United States,\N
Leesburg,United States,\N
Anoka,United States,\N
San Juan Bautista,Chile,\N
Maamigili,Maldives,VAM
Yongzhou,China,LLF
Mali Losinj,Croatia,LSZ
Onslow,Australia,ONS
Theodore,Australia,TDR
Williamson,United States,\N
Fairoaks,United Kingdom,\N
Boulder,United States,WBU
Neustadt-Glewe,Germany,\N
GOETSENHOVEN,Belgium,\N
Wildenrath,Germany,\N
Bremgarten,Germany,\N
Birburg,Germany,BBJ
Palo Alto,United States,PAO
Ust-Nera,Russia,USR
Vysoke Myto,Czech Republic,\N
Spa,Belgium,\N
Mesa,United States,MSC
Cooldige,United States,\N
Cottonwood,United States,\N
Namur,Belgium,\N
Hasselt,Belgium,\N
Phoenix,United States,\N
Wickenburg,United States,\N
Yangzhou,China,YTY
Pontiac,United States,PTK
Kissidougou,Guinea,KSI
Keene,United States,EEN
Tianshui,China,THQ
Kawama,Cuba,VRO
Kooddoo,Maldives,GKK
Glasgow,United States,\N
Rochester,United Kingdom,RCS
Rio Hondo,Argentina,RHD
Keetmanshoop,Namibia,KMP
Kangding,China,KGT
Veliky Ustyug,Russia,VUS
Iowa City,United States,IOW
Turpan,China,TLQ
Morro de Sao Paulo,Brazil,\N
Windom,United States,\N
Longview,United States,\N
Rothera Research Station,United Kingdom,\N
Sortavala,Russia,\N
Annapolis,United States,ANP
Cuamba,Mozambique,FXO
Bodaibo,Russia,ODO
Zhytomyr,Ukraine,ZTR
Paluknys,Lithuania,\N
Mattala,Sri Lanka,HRI
Pecos,United States,PEQ
Hattiesburg,United States,HBG
Botucatu,Brazil,QCJ
Anapolis,Brazil,\N
Sao Carlos,Brazil,QSC
Yankton,United States,YKN
Sir Bani Yas Island,United Arab Emirates,XSB
Bromont,Canada,ZBM
Beccles,United Kingdom,\N
Kratie,Cambodia,KTI
Caldera,Chile,\N
San Pedro de Atacama,Chile,\N
Copacabana,Bolivia,\N
Guyuan,China,GYU
Brawdy,United Kingdom,\N
Changhai,China,CNI
Redhill,United Kingdom,KRH
Jiagedaqi District,China,JGD
Chinchilla,Australia,CCL
Hayward,United States,HWD
Motueka,New Zealand,MZP
Shute Harbour,Australia,JHQ
Enstone,United Kingdom,\N
Ann Arbor,United States,ARB
Shepparton,Australia,SHT
Temora,Australia,TEM
Gayndah,Australia,GAH
Wilcannia,Australia,WIO
Ivanhoe,Australia,\N
Menindee,Australia,\N
Pooncarie,Australia,\N
Tilpa,Australia,\N
Reichenbach im Kandertal,Switzerland,\N
Bijie,China,BFJ
Lensk,Russia,ULK
Kavalerovo,Russia,KVR
Igdir,Turkey,IGD
Sanliurfa,Turkey,GNY
Kutahya,Turkey,KZR
Velikiye Luki,Russia,VLU
Bangalore,India,\N
Novosibirsk,Russia,\N
Kodinsk,Russia,\N
Lake Macquarie,Australia,BEO
Hampton,United States,\N
Brampton Island,Australia,BMP
Alameda,United States,NGZ
Endelage,Denmark,\N
St. Johann in Tirol,Austria,\N
Thalmaessing,Germany,\N
Cochrane,Canada,YCN
Braganca Paulista,Brazil,BJP
Brusselton,Australia,BQB
Srednekolymsk,Russia,SEK
Salt Lake City,United States,\N
Inverell,Australia,IVR
Glen Innes,Australia,GLI
Ansbach,Germany,\N
Immokalee ,United States,IMM
Sulawesi Tenggara,Indonesia,TQQ
Cambria,United States,\N
Yichun,China,YIC
Petersburg,United States,PTB
Kasongo,Congo (Kinshasa),\N
McMurdo Station,Antarctica,\N
Klatovy,Czech Republic,\N
Sheboygan,United States,SBM
Cloudbreak,Australia,KFE
Kangel Danda,Nepal,\N
Bajura,Nepal,BJU
Chara,Russia,\N
Herning,Denmark,\N
Schleissheim,Germany,\N
Marana,United States,MZJ
Glendale,United States,\N
Safford,United States,SAD
Verden,Germany,\N
Solomon,Australia,SLJ
Nittenau,Germany,\N
Kerama,Japan,KJP
Americana,Brazil,\N
Ekibastuz,Kazakhstan,EKB
Adamovka,Russia,\N
Kvarkeno,Russia,\N
Sikeston,United States,SIK
Tetiaroa,French Polynesia,TTI
Queensbury,United States,GFL
Ballston Spa,United States,\N
Crystal River,United States,\N
Baltimore,United States,MTN
Lincoln,United States,\N
Fostoria,United States,\N
Fryeburg,United States,FRY
Placida,United States,\N
New Orleans,United States,NEW
Coeur d'Alene,United States,COE
Beaumont,United States,BMT
Danville,United States,DNV
Coonabarabran,Australia,COJ
Titusville,United States,TIX
Bumi Hills,Zimbabwe,BZH
Warnervale Airport,Australia,\N
Bouarfa,Morocco,UAR
NYERI,Kenya,NYE
Houston,United States,AAP
Eden Prairie,United States,FCM
Likoma Island,Malawi,LIX
Olathe,United States,OJC
Sigiriya,Sri Lanka,GIU
Neumuenster,Germany,EUM
Tak,Thailand,TKT
Barrie-Orillia,Canada,YLK
Midland,Canada,\N
Markham,Canada,\N
Haliburton,Canada,\N
Lindsay,Canada,\N
Saint Catherines,Canada,YCM
Edenvale,Canada,\N
Orillia,Canada,\N
Holland Landing,Canada,\N
Parry Sound,Canada,YPD
Hanover,Canada,\N
West Goshen Township,United States,\N
Manassas,United States,MNZ
Angleton,United States,LJN
Bubovice,Czech Republic,\N
Rakkestad,Norway,\N
Bingol,Turkey,BGG
Kastamonu,Turkey,KFS
Elstree,United Kingdom,\N
Sandtoft,United Kingdom,\N
Torit,South Sudan,\N
Shelbyville,United States,\N
Lvliang,China,LLV
Daocheng,China,DCY
Xiahe city,China,GXH
Vangso,Sweden,\N
Comiso,Italy,CIY
Enumclaw,United States,\N
Markovo,Russia,KVM
Seymchan,Russia,\N
Zyryanka,Russia,ZKP
Susuman,Russia,\N
Ust-Maya,Russia,UMS
Aldan,Russia,ADH
Olekminsk,Russia,OLZ
Vitim,Russia,\N
Pellworm,Germany,\N
Xinyuan,China,NLT
Port alsworth,United States,PTA
Belfort,France,BOR
Winnsboro,United States,\N
Obock,Djibouti,OBC
Tadjoura,Djibouti,TDJ
Santa Cruz des Quiche,Guatemala,AQB
Nordfjordur,Iceland,NOR
Bursa,Turkey,BTZ
Rochester,United States,\N
Waris-Papua Island,Indonesia,WAR
Newton,United States,EWK
La Ferte Alais,France,\N
Bairnsdale,Australia,BSJ
Columbus,United States,TZR
Fort Bridger,United States,FBR
Prosser,United States,\N
Chehalis,United States,CLS
Mattawa,United States,\N
Evanston,United States,EVW
Sabetha,United States,\N
Mount Pleasant,United States,\N
Americus,United States,\N
Eufala,United States,EUF
Saluda,United States,\N
Manteo,United States,MEO
Auburn,United States,AUO
Endicott,United States,\N
Bessemer,United States,\N
Ellicott,United States,\N
Crystal,United States,\N
Quitman,United States,\N
Dublin,United States,DBN
Pukarua,French Polynesia,PUK
Kabale,Uganda,\N
Marigot,France,\N
Sevilla,Spain,\N
Corvallis,United States,CVO
Tuzla,Romania,\N
Scranton,United States,\N
Morristown,United States,\N
Saint Denis,Reunion,\N
Sihanoukville,Cambodia,\N
Prominent Hill,Australia,PXH
Chatsworth,Australia,CWT
Coral Bay,Australia,\N
Ogden,United States,OGD
Clarksville,United Arab Emirates,\N
Poteau,United States,\N
Akron,United States,AKO
Shelton,United States,SHN
Napakiak,United States,WNA
Napaskiak,United States,PKA
Tok,United States,\N
Bedwell Harbour,Canada,YBW
Washabo,Suriname,WSO
Popham,United Kingdom,\N
Liberty,United States,\N
Walker's Cay,Bahamas,WKR
Black Point,Bahamas,\N
Bartica,Guyana,GFO
Doylestown,United States,DYL
Cap Town,South Africa,\N
Tingo Maria,Peru,TGI
Tres Lagoas,Brazil,TJL
Zhangye,China,YZY
Cacoal,Brazil,OAL
Washington,United States,OCW
Engelhard,United States,\N
Castro,Chile,MHC
Stillwater,United States,SWO
Okmulgee,United States,OKM
Cushing,United States,CUH
Clinton,United States,CSM
Winfield,United States,WLD
Oklahoma City,United States,PWA
Shreveport,United States,DTN
Stephenville,United States,SEP
Perry,United States,\N
Hamilton,United States,\N
Ada,United States,ADT
Misquite,United States,\N
Denton,United States,\N
Austin,United States,\N
Lago Vista,United States,\N
Brenham,United States,\N
Lakeway,United States,\N
Iraan,United States,IRB
San Antonio,United States,\N
ELLIOT LAKE,Canada,YEL
North Wilkesboro,United States,IKB
Charleston,United States,\N
Danville,United States,DAN
Brookneal,United States,\N
Yerbogachen,Russia,ERG
Cheraw,United States,HCW
Wuchula,United States,\N
Lilydale,Australia,\N
Beni Mellal,Morocco,BEM
Cizre,Turkey,NKT
Suntar,Russia,SUY
Zouerat,Mauritania,OUZ
Asaba,Nigeria,ABB
Uyo,Nigeria,QUO
Kasama,Zambia,KAA
Mbeya,Tanzania,\N
Mpanda,Tanzania,\N
Songea,Tanzania,SGX
Morogoro,Tanzania,\N
Chizhou,China,JUH
Anshan,China,AOG
Daqing,China,DQA
Zunyi,China,ZYI
Conway,United States,\N
Yinchun,China,LDS
Anshun,China,AVA
Sikasso,Mali,KSS
Toowoomba,Australia,WTB
Tonghua,China,TNH
Suzhou,China,SZV
Manchester,United Kingdom,\N
Shrewsbury,United Kingdom,\N
Burton-on-Trent,United Kingdom,\N
York,United Kingdom,\N
Leeds,United Kingdom,\N
Muara Teweh,Indonesia,\N
Mulia,Indonesia,LII
Bintuni,Indonesia,NTI
Wasior,Indonesia,WSR
Siborong-Borong,Indonesia,DTB
Sinabang,Indonesia,\N
Nagan Raya,Indonesia,MEQ
Bau-Bau,Indonesia,BUW
Kao,Indonesia,KAZ
Melonguane,Indonesia,MNA
Sanggata,Indonesia,SGQ
Muara Bungo,Indonesia,BUU
Selayar,Indonesia,\N
Illaga,Indonesia,ILA
Oksibil,Indonesia,OKL
Kokonau,Indonesia,KOX
Clermont,Australia,CMQ
Warrnambool,Australia,WMB
Richmond,Australia,RCM
Derby,Australia,DCN
Medan,Indonesia,KNO
Kamloops,Canada,AMN
Asheboro,United States,\N
Seosan,South Korea,HMY
Wallace,United States,\N
Emporia,United States,\N
El Monte,United States,EMT
Farah,Afghanistan,FAH
Pasighat,India,IXT
Pineville,United States,\N
Kramatorsk,Ukraine,KRQ
Kautokeino,Norway,QKX
Marcq En Baroeul,France,\N
Kamsar,Guinea,\N
Stinson,United States,SSF
Sallisaw,United States,\N
Jasper,United States,JAS
El dorado springs,United States,\N
Marfa,United States,MRF
Alpine,United States,ALE
Bubaque,Guinea-Bissau,BQE
Chichen Itza,Mexico,CZA
Bunbury,Australia,BUY
Upland,United States,CCB
Mount Sterling,United States,\N
Elkhart,United States,EKI
Nappanee ,United States,\N
Columbia,United States,CUB
Grove,United States,\N
Mc Pherson,United States,\N
Greenville,United States,GDC
Perry,United States,\N
Hartsville,United States,HVS
Chapel Hill,United States,\N
San Cristobal de las Casas,Mexico,SZT
Dunnville,Canada,DU9
Oak Island,United States,\N
Richmond,United States,\N
Atherton,Australia,\N
Bagdarin,Russia,\N
Rio Hato,Panama,RIH
Oxford,United States,\N
Leesburg,United States,LEE
Vladimir,Russia,\N
Dedeben,South Africa,\N
Mana Pools,Zimbabwe,\N
Pouso Alegre,Brazil,PPY
Divinopolis,Brazil,DIQ
Eysk,Russia,EIK
Berdyansk,Ukraine,ERD
Banyuwangi,Indonesia,BWX
Erenhot,China,ERL
Shobdon,United Kingdom,\N
Chino,United States,CNO
Shin-kamigoto,Japan,\N
Odika,Japan,\N
Tokyo,Japan,\N
Taketomi,Japan,HTR
London,United States,\N
Cayo Santa Maria,Cuba,BWW
Tremblay-en-France,France,\N
Thun,Switzerland,\N
Lavrentiya,Russia,\N
Paso Robles,United States,PRB
Ulleung,South Korea,\N
Beijing,China,PKX
Kotka,Finland,\N
Half Moon Bay,United States,HAF
Hechi,China,HCJ
Kadina,Australia,\N
Lancaster,United States,WJF
Coondewanna,Australia,CJF
Guarapari,Brazil,GUZ
Ubatuba,Brazil,UBT
Nasiriyah,Iraq,\N
Ota,Portugal,\N
Borroloola,Australia,BOX
Elsenthal,Germany,\N
Newtownards,United Kingdom,\N
Headcorn,United Kingdom,\N
Panshanger,United Kingdom,\N
Thurrock,United Kingdom,\N
Stapleford,United Kingdom,\N
Bangalore,India,\N
Goodwood,United Kingdom,QUG
Omarama,New Zealand,\N
Haast,New Zealand,\N
Meschede,Germany,\N
Tena,Ecuador,TNW
Rio de Janeiro,Brazil,\N
Fuyuan,China,FYJ
Skuvoy,Faroe Islands,\N
Stora Dimun,Faroe Islands,\N
Frooba,Faroe Islands,\N
Roxboro,United States,\N
Phinda,South Africa,PZL
Liupanshui,China,LPF
Kaili,China,KJH
Shennongjia,China,HPG
Zhangjiakou,China,ZQZ
Arxan,China,YIE
Hengyang,China,HNY
Ngawa,China,AHJ
Wonsan,North Korea,WOS
Mestia,Georgia,\N
Magas,Russia,IGT
Talladega,United States,ASN
Greenville,United States,GMU
Mankato,United States,\N
Anegada,British Virgin Islands,NGD
Troy,United States,TOI
Sylacauga,United States,\N
Enterprise,United States,ETS
Tucson,United States,\N
Efogi,Papua New Guinea,EFG
Kagi,Papua New Guinea,KGW
Nadunumu,Papua New Guinea,NDN
Bodinumu,Papua New Guinea,BNM
Alexander City,United States,ALX
Wadeye,Australia,PKT
Pirlangimpi,Australia,GPN
Stade,Germany,\N
Meriden,United States,\N
Elliston,Australia,\N
Lucerne,Switzerland,\N
La Grand'Combe,France,\N
Doha,Qatar,DOH
Wood Buffalo,Canada,HZP
Canmore,Canada,\N
Krasnokamensk,Russia,\N
Ridgely,United States,\N
New Castle,United States,\N
Scott City,United States,\N
Holdredge,United States,HDE
Pratt,United States,PTT
Baikonur,Kazakhstan,\N
Wahoo,United States,\N
Lexington,United States,LXN
Sublette,United States,\N
Council Bluffs,United States,CBF
Kokomo,United States,OKK
Neodesha,United States,\N
Sutton,United States,\N
